oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
uiblackhistory080,h8,h8.pdf,Budget request form for necessary staff for the fiscal year 1972-1973,,"Filled budget request form with the three positions, including the Director of the Black Studies Program, listed for the fiscal year 1972-1973.",1972,yes,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h8,y,H8.jpg,pdf,/objects/h8.pdf,/objects/small/h8_sm.jpg,/objects/thumbs/h8_th.jpg
uiblackhistory097,h84,h84.pdf,Memorandum regarding the advisory board for Minority Student Programs,"Charles A. Ramsey, II",Memorandum from Charles A. Ramsey to Dr. Coonrod discussing the establishment of an advisory board for Minoirty Student Programs and its function as a Juntura committee for picking counselors.,1976-11-15,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h84,y,H84.jpg,pdf,/objects/h84.pdf,/objects/small/h84_sm.jpg,/objects/thumbs/h84_th.jpg
uiblackhistory098,h85,h85.pdf,Memorandum regarding the advisory board for Minority Student Programs,Wayne Hager,Memorandum from Wayne Hager to Charles A. Ramsey expressing Juntura Committee's opinion of either the combiningof the Minority Students Advisory board with the Juntura committee or the restructuring of Juntura to better pick counselors.,1976-11-16,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h85,y,H85.jpg,pdf,/objects/h85.pdf,/objects/small/h85_sm.jpg,/objects/thumbs/h85_th.jpg
uiblackhistory100,h87,h87.pdf,University of Idaho campus map,,A map of the University of Idaho campus with a map key.,,,Maps,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h87,y,H87.jpg,pdf,/objects/h87.pdf,/objects/small/h87_sm.jpg,/objects/thumbs/h87_th.jpg
uiblackhistory081,h9,h9.pdf,Budget request for travel for the fiscal year 1972-1973,,Filled budget request form detailing in and out of state travel for the Black Studies Program.,1972,yes,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h9,y,H9.jpg,pdf,/objects/h9.pdf,/objects/small/h9_sm.jpg,/objects/thumbs/h9_th.jpg
uiblackhistory101,ha1,ha1.pdf,Memorandum regarding the Affirmative Action Officer's salary,Sherman Carter,"Memorandum from Sherman Carter to President Hartung concerning the Affirmative Action officer’s salary of $15,800 to Sandi Gallagher.",1975-05-21,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha1,y,HA1.jpg,pdf,/objects/ha1.pdf,/objects/small/ha1_sm.jpg,/objects/thumbs/ha1_th.jpg
uiblackhistory102,ha10,ha10.pdf,Memorandum regarding the Affirmative Action budget,Sandi Gallagher,"Memorandum from Sandi Gallagher to Dr. Hartung with concerns about the budget of the Affirmative Action office for 1975-1976. Gallagher mentions that if original budget is cut or reduced, the program will not be able viable.",1975-04-28,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha10,y,"HA10,jpg",pdf,/objects/ha10.pdf,/objects/small/ha10_sm.jpg,/objects/thumbs/ha10_th.jpg
uiblackhistory168,ha101,ha101.pdf,"Meomorandum titled, ""Minority Student Programs""",,"Memorandum titled, ""Minority Student Programs,"" which details the math and notes for the revised budget of 1974-1975.",1974-07-22,,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha101,y,HA101.jpg,pdf,/objects/ha101.pdf,/objects/small/ha101_sm.jpg,/objects/thumbs/ha101_th.jpg
uiblackhistory150,ha107,ha107.pdf,Handwritten memorandum from Jane Craine to Dr. Richardson,Janet Craine,Memorandum discussing financial statements and audit.,1974-09-11,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha107,y,HA107.jpg,pdf,/objects/ha107.pdf,/objects/small/ha107_sm.jpg,/objects/thumbs/ha107_th.jpg
uiblackhistory151,ha108,ha108.pdf,"Memorandum titled, ""Preparation for meeting on September 25, 1974""",Thomas E. Richardson,"Memorandum for preparation of meeting with faculty and 3 representatives from B.S.U.  Also mentions completion of federal audit of student financial aid progams, conciliation agreement signed with Women's Caucus and Idaho Commission on Human Rights, and position description on minority student program being a seperate area.",1974-07-23,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha108,y; combined,HA108.jpg; HA109.jpg,pdf,/objects/ha108.pdf,/objects/small/ha108_sm.jpg,/objects/thumbs/ha108_th.jpg
uiblackhistory103,ha11,ha11.pdf,Correspondence regarding Affirmative Action,Jack Magee,Letter from Jack Magee to Dr. Ernest W. Hartung commending Sandi Gallagher and her work on the Affirmative Action.,1975-05-01,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha11,y,HA11.jpg,pdf,/objects/ha11.pdf,/objects/small/ha11_sm.jpg,/objects/thumbs/ha11_th.jpg
uiblackhistory152,ha110,ha110.pdf,Job Posting for the Coordinator of Minority Student Programs position,,"Coordinator of Minority Student Programs position posted with salary, qualifications, description, responsibilites, and starting and closing dates. Siegfried Rolland is listed as recruiting officer.",1974-01-01,yes,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha110,y,HA110.jpg,pdf,/objects/ha110.pdf,/objects/small/ha110_sm.jpg,/objects/thumbs/ha110_th.jpg
uiblackhistory240,ha113,ha113.pdf,"Memorandum regarding ""Financial Requirements of Coordinator of Minority Student Programs""",Thomas E. Richardson,"Memorandum (to Dr. Carter) of revised version of ha101.jpg that details the budget of $26,500 for the Minority Students Program.",1974-07-08,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,same as ha104,y; combined,HA113.jpg; HA114.jpg,pdf,/objects/ha113.pdf,/objects/small/ha113_sm.jpg,/objects/thumbs/ha113_th.jpg
uiblackhistory243,ha115,ha115.pdf,Memorandum regarding summer work on minority/ethnic student programs [1],Thomas E. Richardson,"Memorandum to Dr. Carter concerning Enrique Roybal, Robert Sanders, and Silas Whitman who will work on Minority/Ethnic Student Programs during the summer.",1974-06-05,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha115,y,HA115.jpg,pdf,/objects/ha115.pdf,/objects/small/ha115_sm.jpg,/objects/thumbs/ha115_th.jpg
uiblackhistory244,ha116,ha116.pdf,Memorandum regarding summer work on minority/ethnic student programs [2],Thomas E. Richardson;David Long,Memorandum of agreement for David Long to fulfill work in the summer for Minority Studnet Program under Richardson.,1974-06-10,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha116,y,HA116.jpg,pdf,/objects/ha116.pdf,/objects/small/ha116_sm.jpg,/objects/thumbs/ha116_th.jpg
uiblackhistory245,ha117,ha117.pdf,Memorandum regarding summer work on minority/ethnic student programs [3],Thomas E. Richardson;Silas Whitman,Memordanum of agreement for Silas Whitman to fulfill work in the summer for Minority Studnet Program under Richardson.,1974-06-10,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha117,y,HA117.jpg,pdf,/objects/ha117.pdf,/objects/small/ha117_sm.jpg,/objects/thumbs/ha117_th.jpg
uiblackhistory246,ha118,ha118.pdf,Memorandum regarding summer work on minority/ethnic student programs [4],Thomas E. Richardson;Enrique Roybal,Memorandum of agreement for Enrique Roybal to fulfill work in the summer for Minority Studnet Program under Richardson.,1974-06-10,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha118,y,HA118.jpg,pdf,/objects/ha118.pdf,/objects/small/ha118_sm.jpg,/objects/thumbs/ha118_th.jpg
uiblackhistory247,ha119,ha119.pdf,Handwritten notes on Minority Program,,Notes on selection committee; resources needed for program; and needs for Minority Students Program.,1974-05-31,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha119,y,HA119.jpg,pdf,/objects/ha119.pdf,/objects/small/ha119_sm.jpg,/objects/thumbs/ha119_th.jpg
uiblackhistory104,ha12,ha12.pdf,Memorandum from Sandi Gallagher about English Visiting Assistant Professor vacancies,Sandi Gallagher,Memorandum from Sandi Gallagher to Dr. James Malek and the English Executive Committee concerning Gallagher’s decision to not sign off on four assistant professor vacancies.  She cites that they are being rejected based on discriminatory recruitment pools and the committee's focus on hiring white men.,1975-05-05,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha12,y; combined,HA12.jpg through HA 16.jpg,pdf,/objects/ha12.pdf,/objects/small/ha12_sm.jpg,/objects/thumbs/ha12_th.jpg
uiblackhistory248,ha120,ha120.pdf,"Memorandum regarding ""Summarization of My Understanding of Corky Bush's Position""",Jean Hill,Memorandum to Richardson concerning changing of Bush’s title to Director of Special Services.,1974-05-28,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha120,y; combined,HA120.jpg; HA121.jpg,pdf,/objects/ha120.pdf,/objects/small/ha120_sm.jpg,/objects/thumbs/ha120_th.jpg
uiblackhistory249,ha123,ha123.pdf,"Memorandum regarding ""Minority/Ethnic Student Program""",Santiago C. Estrada,Memorandum to Coonrod concerning affirmation of meeting points for Minority Students Program from meeting on May 14-1974.,1974-05-15,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha123,y,HA123.jpg,pdf,/objects/ha123.pdf,/objects/small/ha123_sm.jpg,/objects/thumbs/ha123_th.jpg
uiblackhistory250,ha124,ha124.pdf,"Memorandum regarding ""Chicano Student Coordinator""",Santiago C. Estrada,Memorandum from Santiago C. Estrada to Coonrod concerning Enrique Roybal’s interest in Chicano counselor position,1974-05-15,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha124,y,HA124.jpg,pdf,/objects/ha124.pdf,/objects/small/ha124_sm.jpg,/objects/thumbs/ha124_th.jpg
uiblackhistory253,ha127,ha127.pdf,"Correspondence regarding ""the minority position""",/,Letter dealing with updated salaries and additonal funds for Minority Students Program.,1974-05-02,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha127,y,HA127.jpg,pdf,/objects/ha127.pdf,/objects/small/ha127_sm.jpg,/objects/thumbs/ha127_th.jpg
uiblackhistory254,ha130,ha130.pdf,"Memorandum regarding ""Minority Programs""",Jean Hill,Memorandum to Richardson dealing with director position of Minority Students Program and salary for position.,1974-05-02,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha130,y; combined,HA130.jpg; HA131.jpg; HA132.jpg; HA133.jpg,pdf,/objects/ha130.pdf,/objects/small/ha130_sm.jpg,/objects/thumbs/ha130_th.jpg
uiblackhistory255,ha134,ha134.pdf,Position Paper: Native American Student Association,John Wheaton Jr.,,1974-04-26,no,,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha134,y; combined,ha134.pdf; ha135-ha139,pdf,/objects/ha134.pdf,/objects/small/ha134_sm.jpg,/objects/thumbs/ha134_th.jpg
uiblackhistory256,ha140,ha140.pdf,Correspondence regarding hiring a minority to the Intercultural Programs position,MECHA of the University of Idaho,Letter to Hartung discussing hiring a minority applicant for intercultural programs position.,1974-04-23,no,Minority Student Programs,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha140,y,HA140.jpg,pdf,/objects/ha140.pdf,/objects/small/ha140_sm.jpg,/objects/thumbs/ha140_th.jpg
uiblackhistory154,ha141,ha141.pdf,Communique from the Black Student Union: Press Release No. II ,Black Student Union,B.S.U. statement against white administration at the University of Idaho and mentions a Klu Klux Klan security officer on campus.  It calls for aid from governor and lieutenant governor in dealing with discrimination and racism on campus.,1974-04-22,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha141,y; combined,HA141.jpg,pdf,/objects/ha141.pdf,/objects/small/ha141_sm.jpg,/objects/thumbs/ha141_th.jpg
uiblackhistory155,ha144,ha144.pdf,Response to the Communique from the Black Student Union,Ernest Hartung,Response from the University of Idaho to B.S.U. written by President Hartung. The letter discusses the number of Black students graduating and the stand against firing current Director of Intercultural Programs.,1974-04-22,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,ha144,y; combined,HA144.jpg,pdf,/objects/ha144.pdf,/objects/small/ha144_sm.jpg,/objects/thumbs/ha144_th.jpg
uiblackhistory156,ha150,ha150.pdf,Correspondence regarding receipt of the communique from the Black Student Union,Ernest Hartung,Letter from Ernest W. Hartung published publicly to both the B.S.U. and campus acknowledging the receipt of the communique from the B.S.U.,1974-04-19,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha150,y,HA150.jpg,pdf,/objects/ha150.pdf,/objects/small/ha150_sm.jpg,/objects/thumbs/ha150_th.jpg
uiblackhistory157,ha151,ha151.pdf,Handwritten correspondence to Ernest Hartung,John Stefanuk,Handwritten letter displeased with the communique published by the B.S.U.,1974-04-18,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha151,y; combined,HA151.jpg,pdf,/objects/ha151.pdf,/objects/small/ha151_sm.jpg,/objects/thumbs/ha151_th.jpg
uiblackhistory158,ha153,ha153.pdf,Handwritten Correspondence to Ernest Hartung regarding B.S.U. communique,Barton O. Wetzel,Letter written to Ernest Hartung from Barton O. Wetzel discussing Wetzel's views on B.S.U.'s demands.,1974-04-18,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha153,y; combined,HA153.jpg,pdf,/objects/ha153.pdf,/objects/small/ha153_sm.jpg,/objects/thumbs/ha153_th.jpg
uiblackhistory159,ha156,ha156.pdf,Handwritten correspondence to Thomas Richardson and a draft response to B.S.U.,Ernest Hartung,Letter addressed to Thomas Richardson from Ernest Hartung describing a rough draft of response to B.S.U. and asking for Richardson's help in revising it. Attached is also Hartung's handwritten rough draft of his response to B.S.U.,1974-04-19,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha156,y; combined,HA156.jpg,pdf,/objects/ha156.pdf,/objects/small/ha156_sm.jpg,/objects/thumbs/ha156_th.jpg
uiblackhistory160,ha161,ha161.pdf,Edited version of the response to the Communique from the Black Student Union,Ernest Hartung,Photocopy of draft response to the Communique of the Black Student Union with handwritten edits.,1974-04-19,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha161,y; combined,HA161.jpg,pdf,/objects/ha161.pdf,/objects/small/ha161_sm.jpg,/objects/thumbs/ha161_th.jpg
uiblackhistory161,ha167,ha167.pdf,Financial aid statistics for 1972-1973,,Minority program financial aid statistics for 1972-1973 for ethnic minorities at the University of Idaho.,1974-04-19,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha167,y,HA167.jpg,pdf,/objects/ha167.pdf,/objects/small/ha167_sm.jpg,/objects/thumbs/ha167_th.jpg
uiblackhistory162,ha168,ha168.pdf,"Memorandum from the Black Student Union to President Hartung titled, ""Afrikan Cultural Institute""",Black Student Union,"B.S.U. correspondence with six demands including Afrikan Cultural Center, an orientation program for Black students, a remedial work program, funding for black library and social activites, and black performing arts center. Attached to the memorandum is an estimated budget list.",,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha168,y; combined,HA168.jpg,pdf,/objects/ha168.pdf,/objects/small/ha168_sm.jpg,/objects/thumbs/ha168_th.jpg
uiblackhistory109,ha17,ha17.pdf,Affirmative Action Office program description,,"Program description for the Affirmative Action office that details the program's goals, objectives, and various performance indicators.",,,Black Student Recruitment/Affirmative Action,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha17,y; combined,HA17.jpg; HA18.jpg,pdf,/objects/ha17.pdf,/objects/small/ha17_sm.jpg,/objects/thumbs/ha17_th.jpg
uiblackhistory163,ha171,ha171.pdf,Extract from Regents' regulations ,,Extract of Regents' regulations addressed to Hartung citing Idaho code.,,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha171,y; combined,HA171.jpg,pdf,/objects/ha171.pdf,/objects/small/ha171_sm.jpg,/objects/thumbs/ha171_th.jpg
uiblackhistory164,ha174,ha174.pdf,"Correspondence to Ernest Hartung regarding ""a few racial problems on the University of Idaho campus"" ",Vernon L. Newby,Letter from Vernon L. Newby to Ernest Hartung questioning demands made by B.S.U. The letter lists five different questions that Newby has in regard to the B.S.U. demands.,1974-04-17,,Black Student Union,,,"President's Office (Hartung) Records, 1972-1977","UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ha174,y; combined,HA174.jpg,pdf,/objects/ha174.pdf,/objects/small/ha174_sm.jpg,/objects/thumbs/ha174_th.jpg
